,name,rating,address,description,review,alias,image_url,is_closed,review_count,latitude,longitude,location,display_phone,price,hours,transactions,languages,attributes,transit,best_time,delivery,pickup,online_ordering
31,Buena Birra Social Club,5.0,"Avenida Padre Piquer, 23, 28024 Madrid, Spain",Tabernas Beer Bar ,,buena-birra-social-club-madrid,,False,1,40.3917633273757,-3.76714512705803,"{'address1': 'Avenida Padre Piquer, 23', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28024', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida Padre Piquer, 23', '28024 Madrid', 'Spain']}",+34 910 13 63 44,€,,[],,,,,,,
32,Alegría,3.5,"Calle de Illescas, 98, 28047 Madrid, Spain",Chinese ,,alegría-madrid-2,https://s3-media1.fl.yelpcdn.com/bphoto/RWF8qyHshszvuMk3azpxMw/o.jpg,False,2,40.38987,-3.75272,"{'address1': 'Calle de Illescas, 98', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Illescas, 98', '28047 Madrid', 'Spain']}",+34 917 18 19 27,,,[],,,,,,,
33,Paraíso del Jamón,4.0,"Avenida de la Plaza de Toros, 10, 28025 Madrid, Spain",Spanish Tapas Bars Food ,,paraíso-del-jamón-madrid-4,https://s3-media2.fl.yelpcdn.com/bphoto/6mFe8fBvpWE1lEQVcstvpA/o.jpg,False,1,40.3859,-3.73786,"{'address1': 'Avenida de la Plaza de Toros, 10', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de la Plaza de Toros, 10', '28025 Madrid', 'Spain']}",+34 914 61 43 82,,,[],,,,,,,
34,Gran Nemrut,4.0,"Glorieta del Valle de Oro, 4, 28019 Madrid, Spain",Kebab Middle Eastern Pizza ,I visited this restaurant when I traveled to Spain last year. The food was delicious. Especially whatever hot sauce they were serving. It was in a bottle.... ,gran-nemrut-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/Y0UCyf0w3LLwd8at_mRgJQ/o.jpg,False,5,40.38847,-3.73058,"{'address1': 'Glorieta del Valle de Oro, 4', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28019', 'country': 'ES', 'state': 'M', 'display_address': ['Glorieta del Valle de Oro, 4', '28019 Madrid', 'Spain']}",+34 914 71 52 19,€,,[],,,,,,,
35,El Paseo,5.0,"Paseo de Muñoz Grandes, 27, 28025 Madrid, Spain",Churros Cafeteria Chocolatiers & Shops ,,el-paseo-madrid-2,https://s3-media4.fl.yelpcdn.com/bphoto/lwHCpf9MN2QFnHjWCchcOw/o.jpg,False,1,40.38669,-3.74224,"{'address1': 'Paseo de Muñoz Grandes, 27', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Paseo de Muñoz Grandes, 27', '28025 Madrid', 'Spain']}",+34 914 61 19 26,€,,[],,,,,,,
36,Oriente City,3.5,"Avenida de Nuestra Señora de Fátima, 84, 28047 Madrid, Spain",Chinese ,,oriente-city-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/Iv8leE0nE1aXOsh9bATjEw/o.jpg,False,2,40.38199,-3.74835,"{'address1': 'Avenida de Nuestra Señora de Fátima, 84', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de Nuestra Señora de Fátima, 84', '28047 Madrid', 'Spain']}",+34 914 61 39 24,,,[],,,,,,,
37,El Albero,2.0,"Calle de Eugenia de Montijo, 80, 28025 Madrid, Spain",Tapas Bars Dive Bars ,,el-albero-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/q15c79_MDQgYWkEkE_NLZA/o.jpg,False,1,40.3787,-3.74787,"{'address1': 'Calle de Eugenia de Montijo, 80', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Eugenia de Montijo, 80', '28025 Madrid', 'Spain']}",+34 914 62 11 79,,,[],,,,,,,
38,El Emperador,3.0,"Calle de Eugenia de Montijo, 112, 28044 Madrid, Spain",Tapas Bars ,,el-emperador-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/ghxc3pbXn-qjE6izLoSWEA/o.jpg,False,1,40.3744,-3.75121,"{'address1': 'Calle de Eugenia de Montijo, 112', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Eugenia de Montijo, 112', '28044 Madrid', 'Spain']}",+34 915 08 66 92,,,[],,,,,,,
39,VIPS,1.0,"Calle Calderilla, 1, 28054 Madrid, Spain",Breakfast & Brunch American (Traditional) ,,vips-madrid-1743,https://s3-media2.fl.yelpcdn.com/bphoto/8iNEMQH9Pew42UBzKRlwOw/o.jpg,False,1,40.3628622,-3.7393958,"{'address1': 'Calle Calderilla, 1', 'address2': None, 'address3': '', 'city': 'Madrid', 'zip_code': '28054', 'country': 'ES', 'state': 'M', 'display_address': ['Calle Calderilla, 1', '28054 Madrid', 'Spain']}",+34 638 57 26 19,€,,[],,,,,,,
40,Acueducto,4.0,"Calle de Camarena, 280, 28047 Madrid, Spain",Tapas Bars ,,acueducto-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/8WdB67ELNQDpg8kVYDrK2g/o.jpg,False,4,40.38753,-3.75658,"{'address1': 'Calle de Camarena, 280', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28047', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Camarena, 280', '28047 Madrid', 'Spain']}",+34 917 17 38 48,€,,[],,,,,,,
41,Radiante,4.0,"Calle de Guareña, 2, 28044 Madrid, Spain",Chinese ,,radiante-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/4NwcV-zb40Hlc_i_nsf1vg/o.jpg,False,2,40.38913,-3.76643,"{'address1': 'Calle de Guareña, 2', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Guareña, 2', '28044 Madrid', 'Spain']}",+34 917 10 70 23,€,,[],,,,,,,
42,Los Pinchos,4.0,"Plaza de Almodóvar, 2, 28019 Madrid, Spain",Tapas Bars ,,los-pinchos-madrid,https://s3-media4.fl.yelpcdn.com/bphoto/HCXpQejG9mhX_4xIp9Xo1A/o.jpg,False,2,40.39016,-3.73452,"{'address1': 'Plaza de Almodóvar, 2', 'address2': None, 'address3': None, 'city': 'Madrid', 'zip_code': '28019', 'country': 'ES', 'state': 'M', 'display_address': ['Plaza de Almodóvar, 2', '28019 Madrid', 'Spain']}",+34 914 72 89 40,€,,[],,,,,,,
43,Bier HOF Passau,5.0,"Avenida de Pedro Díez, 10, 28019 Madrid, Spain",Tapas/Small Plates Mediterranean Tapas Bars ,"One of the best places in the area. Placed in the quiet San Isidro Neighbourhood, Oporto stop of the 6 and 5 line and Urgel stop of the 5 line. It's weird.... ",bier-hof-passau-madrid,https://s3-media4.fl.yelpcdn.com/bphoto/QcI3tMuhSmPaZ9IzGZEQZQ/o.jpg,False,2,40.3913493,-3.7304964,"{'address1': 'Avenida de Pedro Díez, 10', 'address2': None, 'address3': None, 'city': 'Madrid', 'zip_code': '28019', 'country': 'ES', 'state': 'M', 'display_address': ['Avenida de Pedro Díez, 10', '28019 Madrid', 'Spain']}",+34 914 72 72 56,€€,,[],,,,,,,
44,La Caleta,4.0,"Calle de los Morales, 23, 28054 Madrid, Spain",Spanish ,,la-caleta-madrid-3,https://s3-media1.fl.yelpcdn.com/bphoto/c6iP9UPusrPxYouydaUcaQ/o.jpg,False,4,40.3612481681998,-3.75606290996075,"{'address1': 'Calle de los Morales, 23', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28054', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de los Morales, 23', '28054 Madrid', 'Spain']}",,€€,,[],,,,,,,
45,Pastachuta,5.0,"Calle de Castrogeriz, 9, 28025 Madrid, Spain",Food Delivery Services Argentine ,,pastachuta-madrid,https://s3-media2.fl.yelpcdn.com/bphoto/TO1tivFKom1i0GWcKjDiAA/o.jpg,False,1,40.38594,-3.74029,"{'address1': 'Calle de Castrogeriz, 9', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28025', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Castrogeriz, 9', '28025 Madrid', 'Spain']}",+34 914 28 49 35,,,[],,,,,,,
46,la catedral brasería,4.0,"C/ Nicolás Morales 38, Carabanchel bajo, 28019 Madrid, Spain",Steakhouses ,,la-catedral-brasería-madrid,https://s3-media4.fl.yelpcdn.com/bphoto/xlcAh81KpbztJDFTo78g1Q/o.jpg,False,1,40.3908806,-3.73244,"{'address1': 'C/ Nicolás Morales 38', 'address2': 'Carabanchel bajo', 'address3': '', 'city': 'Madrid', 'zip_code': '28019', 'country': 'ES', 'state': 'M', 'display_address': ['C/ Nicolás Morales 38', 'Carabanchel bajo', '28019 Madrid', 'Spain']}",+34 912 00 79 52,€,,[],,,,,,,
47,Bar Charly,1.0,"Calle de Eugenia de Montijo, 107, 28044 Madrid, Spain",Tapas Bars ,,bar-charly-madrid,https://s3-media1.fl.yelpcdn.com/bphoto/t6p9NOsuLCckLwjV7C5S-A/o.jpg,False,1,40.37399,-3.75101,"{'address1': 'Calle de Eugenia de Montijo, 107', 'address2': '', 'address3': '', 'city': 'Madrid', 'zip_code': '28044', 'country': 'ES', 'state': 'M', 'display_address': ['Calle de Eugenia de Montijo, 107', '28044 Madrid', 'Spain']}",,,,[],,,,,,,
